id,name,extra,area,meters,section,region,feet,summited,lat,lng,link,description,pictureURL,startingPointURL
146,Creag Meagaidh,,Fort William,1128,09C,09C: Loch Lochy to Loch Laggan,3701,FALSE,56.952023,-4.602117,https://www.walkhighlands.co.uk/munros/creag-meagaidh,"Creag Meagaidh stands as an expansive plateau and ranks among the loftier peaks of the central Highlands. It is often easily identifiable from a distance, thanks to the unique and striking feature known as the Window. This mountain is particularly renowned for the breathtaking Coire Àrdair, which is a prime destination for ice-climbers, second in popularity only to the legendary Ben Nevis. The rugged beauty and challenging terrain of Creag Meagaidh make it a must-visit for outdoor enthusiasts and adventurers alike.",https://d3teiib5p3f439.cloudfront.net/munros/creag-meagaidh-1.JPG,"https://www.google.com/maps/search/56.95210,-4.49592/"
147,Creag Mhor,Glen Lochay,Perthshire,1047,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3434,FALSE,56.489519,-4.614038,https://www.walkhighlands.co.uk/munros/creag-mhor-glen-lochay,"Creag Mhòr stands majestically at the head of Glen Lochay, presenting a strikingly steep-sided ridge that beckons adventurers. The ascent is made more accessible thanks to a hydro track that traverses the side of the glen, offering a convenient route for climbers. This rugged terrain, combined with the breathtaking views, makes Creag Mhòr a rewarding challenge for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/creag-mhor-glen-lochay-1.JPG,"https://www.google.com/maps/search/56.49910,-4.47590/"
148,Creag nan Damh,,Kintail,917,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3009,FALSE,57.147262,-5.33496,https://www.walkhighlands.co.uk/munros/creag-nan-damh,"Creag nan Dàmh stands as the concluding summit on the illustrious South Glen Shiel Ridge. Although it barely meets the criteria to be classified as a Munro, this peak holds its own unique charm. When compared to some of its more imposing neighbors, Creag nan Dàmh might seem modest, yet it offers a rewarding experience for those who venture to its heights. The journey to its summit provides a sense of accomplishment and a chance to appreciate the diverse landscape of the ridge.",https://d3teiib5p3f439.cloudfront.net/munros/creag-nan-damh-1.JPG,"https://www.google.com/maps/search/57.15600,-5.17815/"
149,Creag Pitridh,,Fort William,925,04B,04B: Loch Treig to Loch Ericht,3033,FALSE,56.899712,-4.484972,https://www.walkhighlands.co.uk/munros/creag-pitridh,"This relatively small Munro may be overshadowed by its taller neighbors, Geal Chàrn and Beinn a' Chlachair, but incorporating it into your hike with these peaks demands minimal additional effort. Despite its modest stature, its elevated position overlooking Lochan na h-Earba offers breathtaking panoramic views, making it a truly rewarding vantage point.",https://d3teiib5p3f439.cloudfront.net/munros/creag-pitridh-1.JPG,"https://www.google.com/maps/search/56.91220,-4.57556/"
150,Creise,,Fort William,1100,03C,03C: Glen Etive to Glen Lochy,3608,FALSE,56.614448,-4.871987,https://www.walkhighlands.co.uk/munros/creise,"Creise stands as the central peak and highest point of an impressive ridge that extends from Clach Leathad—once considered the true summit—to the dramatic, steep face of Sron na Creise. This ridge offers a striking and picturesque feature of the mountain, particularly evident in photographs. The journey along this ridge provides a rewarding experience for hikers, with panoramic views and a sense of accomplishment upon reaching the summit. The rugged terrain and natural beauty make Creise a memorable highlight for any munro bagger exploring the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/creise-1.JPG,"https://www.google.com/maps/search/56.63240,-4.82790/"
151,Cruach Ardrain,,Loch Lomond,1046,01C,01C: Loch Lomond to Strathyre,3431,FALSE,56.356438,-4.576152,https://www.walkhighlands.co.uk/munros/cruach-ardrain,"Cruach Àrdrain is a prominent and steep mountain that ascends to the south of Crianlarich, its unique silhouette making it a recognizable landmark from numerous vantage points on nearby hills. This striking peak can also be tackled in conjunction with its neighboring summit, Beinn Tulaichean, when approached from the southern side. The ascent offers a rewarding challenge for hillwalkers, with panoramic views that capture the rugged beauty of the surrounding landscape.",https://d3teiib5p3f439.cloudfront.net/munros/cruach-ardrain-1.JPG,"https://www.google.com/maps/search/56.33300,-4.51570/"
152,Derry Cairngorm,,Cairngorms,1155,08A,08A: Cairngorms,3789,FALSE,57.062801,-3.622004,https://www.walkhighlands.co.uk/munros/derry-cairngorm,"Derry Cairngorm is frequently confused with Ben Macdui when viewed from Deeside, as its impressive summit cone towers above the surrounding foothills. This majestic peak offers one of the finest vantage points for observing Ben Macdui, which can be seen looming above the magnificent Coire Uaine. The panoramic views from Derry Cairngorm are truly breathtaking, making it a must-visit for any avid hillwalker or nature enthusiast.",https://d3teiib5p3f439.cloudfront.net/munros/derry-cairngorm-1.JPG,"https://www.google.com/maps/search/56.99000,-3.54430/"
153,Driesh,,Angus,948,07A,07A: Braemar to Montrose,3109,FALSE,56.848003,-3.196539,https://www.walkhighlands.co.uk/munros/driesh,"For the locals of Dundee, Driesh stands out as one of the most familiar and frequently ascended Munros. This mountain ascends sharply from Glen Doll, situated in the upper reaches of Glen Clova. However, once you reach the summit, you'll find that the terrain becomes more rounded and less imposing, offering a gentler landscape compared to its steep approach.",https://d3teiib5p3f439.cloudfront.net/munros/driesh-1.JPG,"https://www.google.com/maps/search/56.87040,-3.17584/"
154,Druim Shionnach,,Kintail,985,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3232,FALSE,57.126794,-5.182841,https://www.walkhighlands.co.uk/munros/druim-shionnach,"Druim Shionnach stands as the second Munro along the South Glen Shiel Ridge, offering a captivating challenge for avid hikers. This section of the ridge is notably narrow, adding an element of excitement to the journey. As you approach from the east, you'll encounter a bit of scrambling, which adds a touch of adventure to the ascent. The panoramic views from the summit make the effort well worth it, providing a rewarding experience for those who take on this part of the traverse.",https://d3teiib5p3f439.cloudfront.net/munros/druim-shionnach-1.JPG,"https://www.google.com/maps/search/57.15600,-5.17815/"
155,Eididh nan Clach Geala,,Ullapool,927,15A,15A: Loch Broom to Strath Oykel,3041,FALSE,57.813492,-4.934218,https://www.walkhighlands.co.uk/munros/eididh-nan-clach-geala,"Eididh nan Clach Geala ascends sharply from the shores of Lochan a' Chnapaich, presenting a dramatic rise that captures the eye. In contrast, its other slopes descend more gently, offering a less daunting approach. From its summit, hikers are rewarded with breathtaking vistas stretching northwest, where the unique silhouettes of Assynt's mountains and the picturesque Summer Isles dominate the horizon. The panoramic views from this munro are truly spectacular, making it a must-visit for any avid hillwalker.",https://d3teiib5p3f439.cloudfront.net/munros/eididh-nan-clach-geala-1.JPG,"https://www.google.com/maps/search/57.81980,-5.06250/"
156,Fionn Bheinn,,Torridon,933,14B,14B: The Fannaichs,3061,FALSE,57.611148,-5.102696,https://www.walkhighlands.co.uk/munros/fionn-bheinn,"Fionn Bheinn, though technically part of the Fannich range, stands apart from its neighboring peaks and is most commonly ascended from the village of Achnasheen. This mountain, characterized by its rounded shape, rewards climbers with stunning vistas of the majestic Torridon giants in the vicinity. Despite its isolation, Fionn Bheinn provides a unique and memorable experience for those who venture to its summit.",https://d3teiib5p3f439.cloudfront.net/munros/fionn-bheinn-1.JPG,"https://www.google.com/maps/search/57.57930,-5.07340/"
157,Gairich,,Fort William,919,10B,10B: Knoydart to Glen Kingie,3015,FALSE,57.044879,-5.255827,https://www.walkhighlands.co.uk/munros/gairich,"Gairich stands as a prominent and solitary Munro located on the southern shores of Loch Quoich. This mountain is most commonly ascended starting from the Loch Quoich Dam, offering an enjoyable and rewarding hike. The journey to its summit provides a memorable adventure, with stunning views and a sense of tranquility that makes the effort well worth it.",https://d3teiib5p3f439.cloudfront.net/munros/gairich-1.JPG,"https://www.google.com/maps/search/57.07190,-5.18770/"
158,Garbh Chioch Mhor,,Fort William,1013,10B,10B: Knoydart to Glen Kingie,3323,FALSE,57.008556,-5.444322,https://www.walkhighlands.co.uk/munros/garbh-chioch-mhor,"Garbh Chioch Mhòr is a rugged and jagged ridge that exudes a wild and untamed charm, situated on the periphery of the remote Knoydart region. This formidable terrain is typically crossed by hikers making their way to the even more impressive, cone-shaped summit of Sgùrr na Cìche. The journey across Garbh Chioch Mhòr offers a challenging yet rewarding experience, with its dramatic landscape and breathtaking views providing a memorable adventure for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/garbh-chioch-mhor-1.JPG,"https://www.google.com/maps/search/56.97190,-5.31230/"
159,Geal Charn,,Fort William,1050,04B,04B: Loch Treig to Loch Ericht,3444,FALSE,56.897763,-4.457236,https://www.walkhighlands.co.uk/munros/geal-charn,"Geal Chàrn is an expansive and sprawling peak within the Beinn a' Chlachair range. One of its most striking characteristics is the summit, which is adorned with an impressive cairn and a cylindrical trig point perched atop a charming, graceful cone. The mountain's broad slopes and varied terrain make it a fascinating destination for those seeking to explore the natural beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/geal-charn-1.JPG,"https://www.google.com/maps/search/56.91220,-4.57556/"
160,Geal Charn,Monadhliath,Cairngorms,926,09B,09B: Glen Albyn and the Monadh Liath,3038,FALSE,57.057418,-4.373572,https://www.walkhighlands.co.uk/munros/geal-charn-monadhliath,"Geal Chàrn stands apart from the other Munros in the Monadhliath range, isolated by expansive stretches of undulating moorland and boggy terrain. This mountain is typically ascended solo, with popular starting points being Garva Bridge or the Spey Dam. The journey to its summit offers a true sense of remoteness and solitude, as hikers traverse the vast, open landscape that characterizes this part of the Highlands. The climb, though challenging due to the terrain, rewards adventurers with sweeping views and a profound connection to the wild beauty of Scotland.",https://d3teiib5p3f439.cloudfront.net/munros/geal-charn-monadhliath-1.JPG,"https://www.google.com/maps/search/57.01990,-4.43590/"
161,Geal-charn,Alder,Cairngorms,1132,04B,04B: Loch Treig to Loch Ericht,3714,FALSE,56.837836,-4.509694,https://www.walkhighlands.co.uk/munros/geal-charn-alder,"This particular Geal Chàrn stands as the tallest among several Munros sharing the same name. Nestled in a secluded location, it occupies a central position on an impressive ridge that stretches between the majestic Ben Alder and the scenic Loch Laggan region. One of its most striking characteristics is the Lancet Edge, a breathtakingly dramatic ridge that plunges steeply down to Culra, offering a thrilling experience for adventurous climbers. The remote nature of this peak adds to its allure, making it a rewarding challenge for those who seek solitude and stunning landscapes in the heart of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/geal-charn-alder-1.JPG,"https://www.google.com/maps/search/56.85350,-4.42380/"
162,Geal-charn,Drumochter,Cairngorms,917,05A,05A: Loch Ericht to Glen Tromie & Glen Garry,3009,FALSE,56.874433,-4.304519,https://www.walkhighlands.co.uk/munros/geal-charn-drumochter,"There are multiple Geal Chàrns in Scotland, but this particular one is situated on the northern side of the Drumochter Pass. Characterized by its rounded dome shape, it offers a relatively quick ascent starting from Balsporran Cottages. Historically, the route to its summit was marked by a series of very prominent cairns, which were located a short distance from the peak. This munro provides a rewarding climb with scenic views, making it a popular choice for hillwalkers looking for a manageable yet satisfying challenge.",https://d3teiib5p3f439.cloudfront.net/munros/geal-charn-drumochter2.jpg,"https://www.google.com/maps/search/56.88350,-4.25360/"
163,Glas Bheinn Mhor,,Fort William,998,03C,03C: Glen Etive to Glen Lochy,3273,FALSE,56.542434,-5.005252,https://www.walkhighlands.co.uk/munros/glas-bheinn-mhor,"Glas Bheinn Mhòr stands as a prominent peak located to the east of the imposing Ben Starav, nestled within the mountain range on the southern side of Glen Etive. This summit offers a striking contrast to its towering neighbor, providing a unique and rewarding challenge for munro baggers. The ascent of Glas Bheinn Mhòr promises breathtaking views and a sense of accomplishment, making it a must-visit for those exploring the scenic beauty of Glen Etive's southern highlands.",https://d3teiib5p3f439.cloudfront.net/munros/glas-bheinn-mhor-1.JPG,"https://www.google.com/maps/search/56.57620,-5.03566/"
164,Glas Maol,,Cairngorms,1068,07A,07A: Braemar to Montrose,3503,FALSE,56.873059,-3.368236,https://www.walkhighlands.co.uk/munros/glas-maol,"Glas Maol stands as the tallest peak among a quartet of Munros located to the east of the Cairnwell Pass. This area has been adapted for skiing, making it a popular destination for winter sports enthusiasts. The nearby road provides a convenient high-altitude starting point, simplifying the climb up these gently sloping summits. However, for those seeking a more scenic and rewarding trek, the alternative route from Glen Isla via Monega Hill offers a superior hiking experience. This path meanders through picturesque landscapes, adding an extra layer of enjoyment to the journey.",https://d3teiib5p3f439.cloudfront.net/munros/glas-maol-1.JPG,"https://www.google.com/maps/search/56.90330,-3.40080/"
165,Glas Tulaichean,,Perthshire,1051,06B,06B: Pitlochry to Braemar & Blairgowrie,3448,FALSE,56.865757,-3.558163,https://www.walkhighlands.co.uk/munros/glas-tulaichean,"Glas Tulaichean is a prominent, dome-shaped peak that is typically ascended starting from the Spittal of Glenshee. Hikers will find that a landrover track extends nearly to the very top, making the journey more accessible. Interestingly, the lower slopes of this mountain were historically reached via a private railway, adding a touch of historical intrigue to your adventure. The expansive views from the summit and the relatively straightforward path make Glas Tulaichean a rewarding climb for both seasoned and novice munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/glas-tulaichean-1.JPG,"https://www.google.com/maps/search/56.81410,-3.46720/"
166,Gleouraich,,Fort William,1035,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3396,FALSE,57.097163,-5.238035,https://www.walkhighlands.co.uk/munros/gleouraich,"Gleouraich stands as an impressive peak on the northern shores of Loch Quioch, offering a striking presence in the landscape. This mountain is renowned for its majestic corries and forms a key part of an exceptional ridge walk that attracts many outdoor enthusiasts. One of the most captivating aspects of Gleouraich is the remarkable stalkers' path that ascends its southwest ridge, providing a unique and memorable route for hikers. The path not only offers a challenging climb but also rewards adventurers with breathtaking views and a sense of connection to the area's rich history of stalking and land management.",https://d3teiib5p3f439.cloudfront.net/munros/gleouraich-1.JPG,"https://www.google.com/maps/search/57.07570,-5.25320/"
167,Gulvain,,Fort William,987,10D,10D: Mallaig to Fort William,3238,FALSE,56.936211,-5.284527,https://www.walkhighlands.co.uk/munros/gulvain,"Gulvain stands as an impressive and secluded mountain, boasting two distinct summits. It is the tallest peak in the rugged and untamed region nestled between Loch Eil and Loch Arkaig. This majestic mountain offers a sense of isolation and tranquility, making it a rewarding challenge for those who seek adventure in Scotland's wild landscapes. The journey to its summit promises breathtaking views and a true sense of accomplishment for any dedicated munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/gulvain-1.JPG,"https://www.google.com/maps/search/56.85970,-5.34900/"
168,Ladhar Bheinn,,Fort William,1020,10B,10B: Knoydart to Glen Kingie,3346,FALSE,57.075263,-5.591745,https://www.walkhighlands.co.uk/munros/ladhar-bheinn,"Nestled in the heart of the untamed Knoydart peninsula, Ladhar Bheinn often necessitates an overnight adventure to fully appreciate its splendor. This mountain stands as a truly awe-inspiring peak, perfectly situated along one of the most breathtaking stretches of the West Highlands coastline. With its striking ridges, numerous summits, and an impressive corrie, Ladhar Bheinn offers an unforgettable experience for any munro bagger. The journey to its summit is as rewarding as the views it provides, making it a must-visit for those seeking both challenge and beauty in the Scottish wilderness.",https://d3teiib5p3f439.cloudfront.net/munros/ladhar-bheinn-1.JPG,"https://www.google.com/maps/search/57.03860,-5.68540/"
169,Mullach an Rathain,Liathach,Torridon,1024,13A,13A: Loch Torridon to Loch Maree,3359,FALSE,57.560875,-5.492498,https://www.walkhighlands.co.uk/munros/mullach-an-rathain-liathach,"Mullach an Rathain stands as the westernmost peak among the two Munros gracing the majestic ridge of Liathach, which is celebrated as one of the most spectacular in the Highlands. Ascending its notably steep inclines is a challenging endeavor, but those who reach the summit are rewarded with breathtaking vistas that stretch down to Loch Torridon and extend out towards the sea. The panoramic views from this vantage point are truly awe-inspiring, making the effort well worth it for any dedicated Munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-an-rathain-liathach-1.JPG,"https://www.google.com/maps/search/57.55270,-5.45160/"
170,Spidean a'Choire Leith,Liathach,Torridon,1055,13A,13A: Loch Torridon to Loch Maree,3461,FALSE,57.564197,-5.463609,https://www.walkhighlands.co.uk/munros/spidean-a-choire-leith-liathach,"Spidean a' Choire Lèith stands as the crowning peak of the formidable Liathach range. This mountain is renowned for its imposing cliffs and rugged buttresses, which make it a challenging ascent. There are only a handful of routes to the top, each characterized by steep, scrambly terrain that demands both skill and determination. The ridgeline extending from either side of the summit offers breathtaking views and an exhilarating experience for those who venture along its path.",https://d3teiib5p3f439.cloudfront.net/munros/spidean-a-choire-leith-liathach-1.JPG,"https://www.google.com/maps/search/57.55270,-5.45160/"
171,Lochnagar,,Cairngorms,1156,07A,07A: Braemar to Montrose,3792,FALSE,56.960272,-3.245261,https://www.walkhighlands.co.uk/munros/lochnagar,"Lochnagar stands as one of the most renowned Munros, its sharp peak towering majestically above one of Scotland's most picturesque corries. This mountain has not only captured the admiration of hikers and climbers but also inspired literary greats. Lord Byron immortalized Lochnagar in his poetry, concluding with these evocative lines: ""England thy beauties are tame and domestic, To one who has roved on the mountains afar. Oh! For the crags that are wild and majestic, The steep frowning glories of dark Lochnagar."" The rugged beauty and dramatic landscape of Lochnagar continue to captivate all who venture into its shadow, offering a blend of natural splendor and cultural heritage that is truly unparalleled.",https://d3teiib5p3f439.cloudfront.net/munros/lochnagar-1.JPG,"https://www.google.com/maps/search/56.95250,-3.13640/"
172,Luinne Bheinn,,Fort William,939,10B,10B: Knoydart to Glen Kingie,3081,FALSE,57.048325,-5.513607,https://www.walkhighlands.co.uk/munros/luinne-bheinn,"Luinne Bheinn, often humorously referred to by those less familiar with Gaelic as ""Loony Bin,"" is a rugged and rocky peak nestled in the heart of the Knoydart peninsula. This mountain offers a challenging climb, but the effort is well rewarded with breathtaking panoramic views. The terrain is notably rough, making it a true adventure for avid hikers seeking both a physical challenge and the serene beauty of Scotland's wild landscapes.",https://d3teiib5p3f439.cloudfront.net/munros/luinne-bheinn-1.JPG,"https://www.google.com/maps/search/57.03860,-5.68540/"
173,Lurg Mhor,,Torridon,987,12A,12A: Kyle of Lochalsh to Garve,3238,FALSE,57.413091,-5.223666,https://www.walkhighlands.co.uk/munros/lurg-mhor,"Lurg Mhòr stands as one of the most isolated Munros in all of Scotland. While it may not boast the imposing presence of its nearby counterpart, Bidean a' Choire Sheasgaich, it more than compensates with its untamed and rugged ambiance. When viewed from the east, Lurg Mhòr presents a striking and majestic silhouette, embodying the wild spirit of the Scottish Highlands. Its remote location ensures a sense of solitude and adventure for those who venture to its heights.",https://d3teiib5p3f439.cloudfront.net/munros/lurg-mhor-1.JPG,"https://www.google.com/maps/search/57.39150,-5.45534/"
174,Mam Sodhail,,Loch Ness,1179,11A,11A: Loch Duich to Cannich,3869,FALSE,57.279801,-5.120267,https://www.walkhighlands.co.uk/munros/mam-sodhail,"Màm Sodhail stands as a majestic twin to its neighboring peak, Càrn Eige, both of which are the tallest summits north of the Great Glen. This impressive mountain is graced with elegant ridges that soar high above the picturesque shores of Loch Affric, offering breathtaking views and a sense of serene isolation. The rugged terrain and stunning landscapes make Màm Sodhail a must-visit for any avid munro bagger seeking both challenge and beauty in the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/mam-sodhail-1.JPG,"https://www.google.com/maps/search/57.27340,-4.96180/"
175,Maoile Lunndaidh,,Torridon,1005,12A,12A: Kyle of Lochalsh to Garve,3297,FALSE,57.464477,-5.111002,https://www.walkhighlands.co.uk/munros/maoile-lunndaidh,"Maoile Lunndaidh is an exceptionally secluded mountain located at the head of Loch Monar, though the most common ascent route begins from Glencarron. This mountain features an expansive plateau adorned with several steep and dramatic corries. Recently, Creag Toll a' Choin has been re-evaluated and identified as the highest summit of the mountain. However, the route recommended by Walkhighlands traverses both summits, offering a comprehensive exploration of this remote and rugged landscape.",https://d3teiib5p3f439.cloudfront.net/munros/maoile-lunndaidh-1.JPG,"https://www.google.com/maps/search/57.49140,-5.27220/"
176,Maol Chean-dearg,,Torridon,933,13B,13B: Applecross to Achnasheen,3061,FALSE,57.491697,-5.465549,https://www.walkhighlands.co.uk/munros/maol-chean-dearg,"Maol Chean-dearg stands as a striking, steeply inclined dome composed of Torridonian sandstone, nestled within the enchanting Coulin Forest, situated between the regions of Torridon and Strathcarron. Its northern face dramatically descends in sheer cliffs to a serene lochan below, offering an awe-inspiring panorama of the majestic Torridon peaks. This mountain's rugged beauty and imposing presence make it a must-visit for any avid munro bagger exploring the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/maol-chean-dearg-1.JPG,"https://www.google.com/maps/search/57.44980,-5.40744/"
177,Maol Chinn-dearg,,Kintail,980,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3216,FALSE,57.12756,-5.252651,https://www.walkhighlands.co.uk/munros/maol-chinn-dearg,"Maol Chinn-dearg stands as one of the seven majestic Munros gracing the South Cluanie Ridge. This peak is renowned for its sweeping vistas and the sense of accomplishment it offers to those who reach its summit. The extensive ridge extending to the northeast provides a scenic and somewhat less challenging descent into the glen, making it a favored route for many hikers seeking both adventure and tranquility. The journey along this ridge not only tests your endurance but also rewards you with breathtaking landscapes and a profound connection to the natural beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/maol-chinn-dearg-1.JPG,"https://www.google.com/maps/search/57.15600,-5.17815/"
178,Mayar,,Angus,929,07A,07A: Braemar to Montrose,3047,FALSE,56.848936,-3.246316,https://www.walkhighlands.co.uk/munros/mayar,"Mayar is a rounded peak situated on the southern edge of the Angus/Mounth plateau. This munro is often climbed in conjunction with its close companion, Driesh, offering a rewarding dual ascent for hillwalkers. The gentle slopes and expansive views make Mayar a popular choice for those looking to explore the scenic beauty of this part of Scotland.",https://d3teiib5p3f439.cloudfront.net/munros/mayar-1.JPG,"https://www.google.com/maps/search/56.87040,-3.17584/"
179,Meall a' Bhuiridh,,Fort William,1108,03C,03C: Glen Etive to Glen Lochy,3635,FALSE,56.612216,-4.852159,https://www.walkhighlands.co.uk/munros/meall-a-bhuiridh,"Meall a' Bhùiridh stands as the tallest peak within the Black Mount range, offering a commanding presence on the periphery of Rannoch Moor. This location provides hikers with breathtaking panoramic views that are truly unparalleled. While the ascent promises a sense of untamed wilderness, this feeling is somewhat diminished by the presence of ski-tows that extend nearly to the summit. Despite this, the journey to the top remains a rewarding experience, blending natural beauty with a touch of modern convenience.",https://d3teiib5p3f439.cloudfront.net/munros/meall-a-bhuiridh-1.JPG,"https://www.google.com/maps/search/56.63240,-4.82790/"
180,Meall a' Choire Leith,,Perthshire,926,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3037,FALSE,56.566312,-4.259617,https://www.walkhighlands.co.uk/munros/meall-a-choire-leith,"Meall a' Choire Lèith stands as a more secluded member of the Ben Lawers range. Characterized by its expansive, flat-topped dome, it lacks the striking features that make some of its neighboring peaks more memorable. Despite its less distinctive appearance, it offers a unique and serene experience for those who venture to its summit.",https://d3teiib5p3f439.cloudfront.net/munros/meall-a-choire-leith-1.JPG,"https://www.google.com/maps/search/56.54530,-4.28936/"
181,Meall a' Chrasgaidh,,Ullapool,934,14B,14B: The Fannaichs,3064,FALSE,57.712866,-5.048742,https://www.walkhighlands.co.uk/munros/meall-a-chrasgaidh,"Meall a' Chrasgaidh is a modest, gently rounded peak situated just off the ridge that connects Sgùrr Mòr and Sgùrr nan Clach Geala. This unassuming summit is characterized by its lack of distinctive features, making it easily overshadowed by its more prominent and celebrated neighboring mountains. Despite its understated presence, Meall a' Chrasgaidh offers a serene and less frequented experience for those who venture to its heights, providing a peaceful contrast to the grandeur of its surroundings.",https://d3teiib5p3f439.cloudfront.net/munros/meall-a-chrasgaidh-1.JPG,"https://www.google.com/maps/search/57.73730,-5.09000/"
182,Meall Buidhe,Glen Lyon,Perthshire,932,02A,02A: Loch Rannoch to Glen Lyon,3058,FALSE,56.617231,-4.448608,https://www.walkhighlands.co.uk/munros/meall-buidhe-glen-lyon,"Meall Buidhe stretches as a north-south ridge amidst expansive moorlands, offering a serene yet striking landscape. The eastern side is graced by the Glas Choire, which adds a touch of rugged charm to the otherwise gentle terrain. For those seeking a relatively straightforward and swift ascent, Meall Buidhe is an ideal choice, especially when starting from the picturesque Loch an Dàmh. The journey provides a delightful blend of ease and scenic beauty, making it a favorite among Munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/meall-buidhe-glen-lyon-1.JPG,"https://www.google.com/maps/search/56.58580,-4.42486/"
183,Meall Buidhe,Knoydart,Fort William,946,10B,10B: Knoydart to Glen Kingie,3104,FALSE,57.031543,-5.546333,https://www.walkhighlands.co.uk/munros/meall-buidhe-knoydart,"Meall Buidhe stands as a rugged and rocky sentinel, one of the trio of majestic Munros gracing the Knoydart peninsula. No matter which path you decide to take, the climb demands a significant amount of determination and stamina. The journey to its summit is challenging, but the breathtaking views and sense of accomplishment make every step worthwhile.",https://d3teiib5p3f439.cloudfront.net/munros/meall-buidhe-knoydart-1.JPG,"https://www.google.com/maps/search/57.03860,-5.68540/"
184,Meall Chuaich,,Cairngorms,951,05B,05B: Loch Ericht to Glen Tromie & Glen Garry,3119,FALSE,56.96385,-4.112568,https://www.walkhighlands.co.uk/munros/meall-chuaich,"Nestled discreetly within a glen near Dalwhinnie, this unassuming hill provides one of the more accessible and less time-consuming climbs among the Munros. The typical route begins by navigating through areas associated with a hydro-electric project, leading to a gradual ascent up a wide, rounded slope. Despite its modest appearance, the hill's location affords hikers stunning panoramic views over the Badenoch region, making the journey well worth the effort.",https://d3teiib5p3f439.cloudfront.net/munros/meall-chuaich-1.JPG,"https://www.google.com/maps/search/56.95120,-4.21480/"
185,Meall Corranaich,,Perthshire,1069,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3507,FALSE,56.540955,-4.25347,https://www.walkhighlands.co.uk/munros/meall-corranaich,"Meall Corranaich, nestled within the majestic Ben Lawers range, is a prominent peak that is easily visible from the Lawers visitor centre. While adventurous climbers can tackle its steep ridge directly from the centre, the more common route begins from the northwest. This approach starts at the summit of the pass, offering a slightly gentler ascent. The journey to the top of Meall Corranaich rewards hikers with breathtaking views and a sense of accomplishment as they conquer one of Scotland's renowned Munros.",https://d3teiib5p3f439.cloudfront.net/munros/meall-corranaich-1.JPG,"https://www.google.com/maps/search/56.54530,-4.28936/"
186,Meall Garbh,Carn Mairg,Perthshire,968,02A,02A: Loch Rannoch to Glen Lyon,3174,FALSE,56.637381,-4.207472,https://www.walkhighlands.co.uk/munros/meall-garbh-carn-mairg,"Meall Garbh is part of a quartet of rounded Munros situated on the northern side of Glen Lyon. Typically, hikers tackle this peak in conjunction with its neighboring summits. While it may not boast a particularly striking or unique shape, it offers a rewarding experience for those who appreciate the subtle beauty of the Scottish Highlands. The gentle slopes and expansive views make it a worthwhile addition to any Munro-bagging adventure.",https://d3teiib5p3f439.cloudfront.net/munros/meall-garbh-carn-mairg-1.JPG,"https://www.google.com/maps/search/56.60290,-4.19200/"
187,Meall Garbh,Ben Lawers,Perthshire,1123,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3685,FALSE,56.566131,-4.207698,https://www.walkhighlands.co.uk/munros/meall-garbh-ben-lawers,"Meall Garbh, a prominent peak within the Ben Lawers range, shares its exact elevation with its neighboring summit, An Stùc. This mountain is an integral part of the picturesque circuit that encircles the corrie, which cradles the serene Lochan nan Cat. The route offers a rewarding experience for hikers, with stunning views and a sense of accomplishment as you traverse this beautiful section of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/meall-garbh-ben-lawers-1.JPG,"https://www.google.com/maps/search/56.52950,-4.15186/"
188,Meall Ghaordaidh,,Perthshire,1040,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3411,FALSE,56.525809,-4.416654,https://www.walkhighlands.co.uk/munros/meall-ghaordaidh,"Meall Ghaordaidh may not stand out as a particularly remarkable peak at first glance. The common route of ascent from Glen Lochay reveals a rather unremarkable, featureless mound. However, when viewed from Glen Lyon to the north, the mountain presents a more striking appearance, bolstered by two prominent buttresses that add a touch of rugged charm to its profile. Despite its initial impression, Meall Ghaordaidh offers a unique perspective and a rewarding climb for those who appreciate the subtler beauties of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/meall-ghaordaidh-1.JPG,"https://www.google.com/maps/search/56.49610,-4.39556/"
